533,Lachnoanaerobaculum
534,Lachnoanaerobaculum orale
535,Lachnoanaerobaculum umeaense
536,Lachnobacterium
537,Lachnobacterium bovis
538,Lachnoclostridium
539,Lachnospira
540,Lachnospira pectinoschiza
541,Lachnospiraceae
542,Lachnospiraceae bacterium
543,Lachnospiraceae incertae sedis
544,Lactobacillaceae
545,Lactobacillales
546,Lactobacillales\t
547,Lactobacilli
548,Lactobacillus
549,Lactobacillus acidophilus
550,Lactobacillus brevis
551,Lactobacillus bulgaricus
552,Lactobacillus coleohominis
553,Lactobacillus crispatus
554,Lactobacillus delbrueckii
555,Lactobacillus fermentum
556,Lactobacillus gasseri
557,Lactobacillus iners
558,Lactobacillus jensenii
559,Lactobacillus mucosae
560,Lactobacillus plantarum
561,Lactobacillus reuteri
562,Lactobacillus rhamnosus
563,Lactobacillus rogosae
564,Lactobacillus ruminis
565,Lactobacillus sakei
566,Lactobacillus salivarius
567,Lactobacillus sp. L-YJ
568,Lactobacillus vaginalis
569,Lactococcus
570,Lactococcus lactis
571,Lactonifactor
572,Larkinella
573,Lasiosphaeriaceae
574,Lautropia
575,Lautropia mirabilis
576,Lawsonella
577,Leclercia
578,Leptolyngbya
579,Leptosphaeria
580,Leptospira
581,Leptotrichia
582,Leptotrichia amnionii
583,Leptotrichia buccalis
584,Leptotrichia sp. oral clone FP036
585,Leptotrichia wadei
586,Leptotrichiaceae
587,Leucobacter
588,Leuconostoc
589,Leuconostocaceae
590,Limnobacter
591,Limnohabitans
592,Listeria
593,Listeriaceae
594,Lonepinella
595,Lophiostomataceae
596,Lupinus
597,Lyrodus pedicellatus
598,Macrococcus
599,Mageeibacillus indolicus
600,Malassezia
601,Malassezia furfur
602,Malassezia globosa
603,Malassezia restricta
604,Malassezia sympodialis
605,Malasseziales incertae sedis
606,Mannheimia
607,Marasmiaceae
608,Marinicella
609,Marvinbryantia
610,Megamonas
611,Megamonas funiformis
612,Megamonas hypermegale
613,Megasphaera
614,Megasphaera elsdenii
615,Megasphaera micronuciformis
616,Meiothermus
617,Methanobrevibacter
618,Methanobrevibacter smithii
619,Methanoculleus
620,Methanomethylophilus
621,Methanosphaera
622,Methanothermobacter
623,Methylobacter
624,Methylobacteriaceae
625,Methylobacterium
626,Methylobacterium adhaesivum
627,Methylophilus
628,Methylotenera
629,Methylotenera mobilis
630,Microbacterium
631,Micrococcaceae
632,Micrococcus
633,Micrococcus luteus
634,Microcystis
635,Micromonosporaceae
636,Microvirgula
637,Mitis group streptococci
638,Mitrastema yamamotoi
639,Mitsuaria
640,Mitsuokella
641,Mitsuokella jalaludinii
642,Mitsuokella multacida
643,Mobiluncus
644,Mobiluncus curtisii
645,Mobiluncus mulieris
646,Modestobacter
647,Mogibacterium
648,Mogibacterium diversum
649,Mogibacterium neglectum
650,Mogibacterium timidum
651,Monascus purpureus
652,Monilinia
653,Montagnulaceae
654,Moraxella
655,Moraxella catarrhalis
656,Moraxella nonliquefaciens
657,Moraxella osloensis
658,Moraxellaceae
659,Morganella
660,Moryella
661,Mucor racemosus
662,Myceligenerans
663,Mycobacterium
664,Mycobacterium tuberculosis
665,Mycoplana
666,Mycoplasma
667,Mycoplasma faucium
668,Mycoplasma genitalium
669,Mycoplasma hominis
670,Nakaseomyces
671,Neisseria
672,Neisseria elongata
673,Neisseria flavescens
674,Neisseria gonorrhoeae
675,Neisseria meningitidis
676,Neisseria mucosa
677,Neisseria oralis
678,Neisseria sicca
679,Neisseria subflava
680,Neisseriaceae
681,Nesterenkonia
682,Nevskia
683,Nitrosomonadaceae
684,Nitrosomonas eutropha
685,Nitrososphaera
686,Nitrosospira
687,Nocardia asteroides
688,Nocardioidaceae
689,Nocardioides
690,Nodularia sphaerocarpa
691,Novispirillum
692,Novosphingobium
693,Ochrobactrum
694,Odoribacter
695,Odoribacter laneus
696,Odoribacter splanchnicus
697,Odoribacteraceae
698,Oenothera
699,Oligella urethralis
700,Olsenella
701,Olsenella profusa
702,Ophiostomataceae
703,Oribacterium
704,Oribacterium asaccharolyticum
705,Oribacterium sinus
706,Oscillibacter
707,Oscillospira
708,Oxalobacter
709,Oxalobacteraceae
710,Oxobacter
711,Paenibacillus
712,Paeniclostridium sordellii
713,Paludibacter
714,Pandoraea
715,Papillibacter
716,Papillibacter cinnamivorans
717,Parabacteroides
718,Parabacteroides distasonis
719,Parabacteroides merdae
720,Paraclostridium bifermentans
721,Paracoccus
722,Paracoccus aminovorans
723,Paraeggerthella
724,Paraprevotella
725,Paraprevotella clara
726,Paraprevotella xylaniphila
727,Parascardovia
728,Parascardovia denticolens
729,Parasporobacterium
730,Parasutterella
731,Parasutterella excrementihominis
732,Parvimonas
733,Parvimonas micra
734,Pasteurellaceae
735,Pasteurellales
736,Pediococcus
737,Pediococcus pentosaceus
738,Pedobacter
739,Pelobacter
740,Pelomonas
741,Penicillium brevicompactum
742,Penicillium brocae
743,Penicillium dierckxii
744,Penicillium steckii
745,Peptoclostridium
746,Peptococcaceae
747,Peptococcus
748,Peptoniphilus
749,Peptoniphilus gorbachii
750,Peptostreptococcaceae
751,Peptostreptococcaceae incertae sedis
752,Peptostreptococcus
753,Peptostreptococcus anaerobius
754,Peptostreptococcus micros
755,Peptostreptococcus stomatis
756,Phascolarctobacterium
757,Phascolarctobacterium faecium
758,Phascolarctobacterium succinatutens
759,Phyllobacterium
760,Pichia
761,Planococcaceae
762,Pleosporales
763,Polydnaviridae
764,Porphyromonadaceae
765,Porphyromonas
766,Porphyromonas asaccharolytica
767,Porphyromonas catoniae
768,Porphyromonas endodontalis
769,Porphyromonas gingivalis
770,Porphyromonas somerae
771,Prevotella
772,Prevotella bergensis
773,Prevotella bivia
774,Prevotella bryantii
775,Prevotella buccae
776,Prevotella copri
777,Prevotella dentalis
778,Prevotella denticola
779,Prevotella disiens
780,Prevotella enoeca
781,Prevotella histicola
782,Prevotella intermedia
783,Prevotella jejuni
784,Prevotella loescheii
785,Prevotella melaninogenica
786,Prevotella multisaccharivorax
787,Prevotella nanceiensis
788,Prevotella nigrescens
789,Prevotella oralis
790,Prevotella oris
791,Prevotella oulorum
792,Prevotella pallens
793,Prevotella pleuritidis
794,Prevotella ruminicola
795,prevotella salivae
796,Prevotella scopos
797,prevotella shahii
798,Prevotella stercorea
799,Prevotella tannerae
800,Prevotella timonensis
801,Prevotella veroralis
802,Prevotellaceae
803,Propionibacteriaceae
804,Propionibacterium
805,Propionibacterium acidifaciens
806,Propionibacterium acnes
807,Propionibacterium granulosum
808,Propionibacterium humerusii
809,Propionicimonas
810,Propionimicrobium
811,Propionimicrobium lymphophilum
812,Proteobacteria
813,Proteus
814,Providencia
815,Psathyrella artemisiae
816,Pseudarcicella
817,Pseudidiomarina
818,Pseudoalteromonas
819,Pseudobutyrivibrio
820,Pseudobutyrivibrio ruminis
821,Pseudochrobactrum
822,Pseudoflavonifractor
823,Pseudoflavonifractor capillosus
824,Pseudomonadaceae
825,Pseudomonadales
826,Pseudomonas
827,Pseudomonas aeruginosa
828,Pseudomonas straminea
829,Pseudonocardia
830,Pseudonocardiaceae
831,Pseudoramibacter
832,Pseudoramibacter alactolyticus
833,Pseudoxanthomonas
834,Pseudoxanthomonas mexicana
835,Pseudozyma churashimaensis
836,Psychrobacter
837,Psychromonas
838,Pyramidobacter
839,Pyramidobacter piscolens
840,Pyronemataceae
841,Rahnella
842,Ralstonia
843,Ralstonia insidiosa
844,Raoultella
845,Rathayibacter
846,Rathayibacter caricis
847,Respiratory syncytial virus
848,Rhizobiales
849,Rhizobium
850,Rhodobaca
851,Rhodobacteraceae
852,Rhodococcus
853,Rhodocyclaceae
854,Rhodoplanes
855,Rhodotorula dairenensis
856,Rhodotorula mucilaginosa
857,Rikenella
858,Rikenellaceae
859,Romboutsia
860,Roseateles
861,Roseburia
862,Roseburia faecis
863,Roseburia hominis
864,Roseburia intestinalis
865,Roseburia Inulinivorans
866,Roseomonas
867,Rothia
868,Rothia aeria
869,Rothia denticariosa
870,Rothia mucilaginosa
871,Rubellimicrobium
872,Rubrobacter
873,Ruminiclostridium
874,Ruminococcaceae
875,Ruminococcus
876,Ruminococcus albus
877,Ruminococcus bromii
878,Ruminococcus callidus
879,Ruminococcus flavefaciens
880,Ruminococcus gnavus
881,Ruminococcus lactaris
882,Ruminococcus obeum
883,Ruminococcus productus
884,Ruminococcus torques
885,Russulaceae
886,Saccharomyces castellii
887,Saccharomyces cerevisiae
888,Saccharophagus
889,Salmonella
890,Salmonella enterica
891,Saprolegnia
892,Sarcina
893,Scardovia
894,Scardovia wiggsiae
895,Schlegelella
896,Sclerodermataceae
897,Sediminibacterium
898,Selenomonas
899,Selenomonas noxia
900,Selenomonas sputigena
901,Sellimonas
902,Serratia
903,Shewanella
904,Shewanella algae
905,Shigella
906,Shigella flexneri
907,Shigella sonnei
908,Shuttleworthia
909,Simonsiella muelleri
910,Skermanella
911,Slackia
912,Sneathia
913,Sneathia sanguinegens
914,Solobacterium
915,Sphingobacterium
916,Sphingobium
917,Sphingobium xenophagum
918,Sphingomonadaceae
919,Sphingomonas
920,Sphingomonas changbaiensis
921,Sphingomonas yabuuchiae
922,Sphingopyxis flavimaris
923,Spirochaetaceae
924,Spirochaetes
925,Spirodela
926,Sporobacter
927,Sporobacter termitidis
928,SR1
929,Staphylococcaceae
930,Staphylococcus
931,Staphylococcus aureus
932,Staphylococcus epidermidis
933,Staphylococcus equorum
934,Staphylococcus pasteuri
935,Stenotrophomas maltophila
936,Stenotrophomonas
937,Stomatobaculum
938,Stoquefichus massiliensis
939,Streptobacillus
940,Streptococcaceae
941,Streptococcus
942,Streptococcus agalactiae
943,Streptococcus alactolyticus
944,Streptococcus anginosus
945,Streptococcus australis
946,Streptococcus constellatus
947,Streptococcus cristatus
948,Streptococcus equi
949,Streptococcus gallolyticus
950,Streptococcus gordonii
951,Streptococcus infantis
952,Streptococcus intermedius
953,Streptococcus mitis
954,Streptococcus mutans
955,Streptococcus oralis
956,Streptococcus parasanguinis
957,Streptococcus pneumoniae
958,Streptococcus pyogenes
959,Streptococcus salivarius
960,Streptococcus sanguinis
961,Streptococcus thermophiles
962,Streptococcus vestibularis
963,Streptomyces
964,Streptophyta
965,Subdoligranulum
966,Succinatimonas
967,Succiniclasticum
968,Succinivibrio
969,Succinivibrionaceae
970,Sulfuricella
971,Sutterella
972,Sutterella morbirenis
973,Sutterella sanguinus
974,Sutterella stercoricanis
975,Sutterella wadsworthensis
976,Symbiobacterium toebii
977,Synergistaceae
978,Synergistes
979,Synergistetes
980,Syntrophococcus
981,Syntrophomonas
982,Tanerella forsythia
983,Tannerella
984,tannerella forsythia
985,Tenericutes
986,Terrahaemophilus
987,Terrisporobacter glycolicus
988,Tessaracoccus
989,Thalassospira
990,Thauera
991,Thelephoraceae
992,Thermicanus
993,Thermoactinomyces
994,Thermomyces lanuginosus
995,Thermonospora curvata
996,Thermosipho
997,Thiomicrospira crunogena
998,Tissierellaceae
999,TM7
1000,Trabsulsiella
1001,Treponema
1002,Treponema amylovorum
1003,Treponema denticola
1004,Treponema lecithinolyticum
1005,Treponema maltophilum
1006,Treponema medium
1007,Treponema parvum
1008,Treponema putidum
1009,Treponema socranskii
1010,Treponema vincentii
1011,Trichosporon
1012,Tropheryma whipplei
1013,Trophyrema
1014,Tuberaceae
1015,Turicella
1016,Turicibacter
1017,Turicibacter sanguinis
1018,Tymoviridae
1019,Tyzzerella
1020,Tyzzerella nexilis
1021,uncultured Clostridiales II
1022,Undibacterium
1023,Ureaplasma
1024,Ureaplasma parvum
1025,Ureaplasma urealyticum
1026,Ustilaginaceae
1027,Vampirovibrio
1028,Varibaculum
1029,Varibaculum cambriense
1030,Variovorax
1031,Veillonella
1032,Veillonella atypica
1033,Veillonella dispar
1034,Veillonella parvula
1035,Veillonella ratti
1036,Veillonella sp. oral taxon 780
1037,Veillonellaceae
1038,Verrucomicrobia
1039,Verrucomicrobium
1040,Vibrisseaceae
1041,Virgaviridae
1042,Vivictivallis
1043,Vogesella
1044,Wallemia mellicola
1045,Wautersiella
1046,Weeksella
1047,Weissella
1048,Williamsia
1049,Wolinella
1050,Xanthomonadaceae
1051,Yersinia
1052,Yimella
